2023-07-23 11:24:05,758 INFO  Logger.cs: 70 - 
2023-07-23 11:27:22,231 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-07-23 11:27:42,856 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-07-23 11:27:53,100 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-07-23 11:28:17,190 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-07-23 11:29:20,449 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-07-23 11:29:37,847 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-07-23 11:29:58,137 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-07-23 11:29:59,918 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-07-23 11:33:16,789 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-07-23 11:33:40,388 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-07-23 11:33:43,151 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-07-23 11:33:47,590 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-07-23 11:34:09,477 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-07-23 11:34:36,973 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-07-23 11:34:45,777 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-07-23 11:35:14,592 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-07-23 11:36:09,725 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-07-23 11:37:00,591 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-07-23 11:38:20,205 INFO  ExportPropertyManager.cs: 422 - Configuration saved
2023-07-23 11:38:20,735 INFO  ExportPropertyManager.cs: 1142 - AfterClose called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-07-23 11:38:42,058 INFO  ExportHelperExtension.cs: 347 - Creating joint Link1
2023-07-23 11:38:45,241 WARN  ExportHelperExtension.cs: 351 - Creating joint from parent base_link to child Link1 failed
2023-07-23 11:38:45,331 INFO  ExportHelperExtension.cs: 347 - Creating joint Link2
2023-07-23 11:38:45,512 WARN  ExportHelperExtension.cs: 351 - Creating joint from parent Link1 to child Link2 failed
2023-07-23 11:38:45,602 INFO  ExportHelperExtension.cs: 347 - Creating joint Link3
2023-07-23 11:38:45,792 WARN  ExportHelperExtension.cs: 351 - Creating joint from parent Link2 to child Link3 failed
2023-07-23 11:38:45,862 INFO  ExportHelperExtension.cs: 347 - Creating joint Link4
2023-07-23 11:38:46,052 WARN  ExportHelperExtension.cs: 351 - Creating joint from parent Link3 to child Link4 failed
2023-07-23 11:38:46,182 INFO  ExportHelperExtension.cs: 347 - Creating joint Link5
2023-07-23 11:38:46,342 WARN  ExportHelperExtension.cs: 351 - Creating joint from parent Link4 to child Link5 failed
2023-07-23 11:38:46,382 INFO  ExportHelperExtension.cs: 347 - Creating joint Link6
2023-07-23 11:38:46,392 INFO  ExportHelperExtension.cs: 1397 - Fixing components for Link5
2023-07-23 11:38:46,392 INFO  ExportHelperExtension.cs: 1402 - Fixing 24
2023-07-23 11:38:46,392 INFO  ExportHelperExtension.cs: 1402 - Fixing 29
2023-07-23 11:38:46,392 INFO  ExportHelperExtension.cs: 1402 - Fixing 24
2023-07-23 11:38:46,392 INFO  ExportHelperExtension.cs: 1402 - Fixing 30
2023-07-23 11:38:46,392 INFO  ExportHelperExtension.cs: 1402 - Fixing 73
2023-07-23 11:38:46,392 INFO  ExportHelperExtension.cs: 1402 - Fixing 24
2023-07-23 11:38:46,392 INFO  ExportHelperExtension.cs: 1402 - Fixing 602
2023-07-23 11:38:46,392 INFO  ExportHelperExtension.cs: 1402 - Fixing 77
2023-07-23 11:38:46,392 INFO  ExportHelperExtension.cs: 1402 - Fixing 73
2023-07-23 11:38:46,392 INFO  ExportHelperExtension.cs: 1402 - Fixing 30
2023-07-23 11:38:46,392 INFO  ExportHelperExtension.cs: 1402 - Fixing 24
2023-07-23 11:38:46,392 INFO  ExportHelperExtension.cs: 1402 - Fixing 602
2023-07-23 11:38:46,392 INFO  ExportHelperExtension.cs: 1402 - Fixing 24
2023-07-23 11:38:46,392 INFO  ExportHelperExtension.cs: 1402 - Fixing 29
2023-07-23 11:38:46,392 INFO  ExportHelperExtension.cs: 1402 - Fixing 78
2023-07-23 11:38:46,392 INFO  ExportHelperExtension.cs: 1402 - Fixing 24
2023-07-23 11:38:46,402 INFO  ExportHelperExtension.cs: 1402 - Fixing 29
2023-07-23 11:38:46,402 INFO  ExportHelperExtension.cs: 1409 - Component 29 is already fixed
2023-07-23 11:38:46,402 INFO  ExportHelperExtension.cs: 1402 - Fixing 24
2023-07-23 11:38:46,402 INFO  ExportHelperExtension.cs: 1409 - Component 24 is already fixed
2023-07-23 11:38:46,402 INFO  ExportHelperExtension.cs: 1402 - Fixing 602
2023-07-23 11:38:46,402 INFO  ExportHelperExtension.cs: 1409 - Component 602 is already fixed
2023-07-23 11:38:46,402 INFO  ExportHelperExtension.cs: 1402 - Fixing 24
2023-07-23 11:38:46,402 INFO  ExportHelperExtension.cs: 1409 - Component 24 is already fixed
2023-07-23 11:38:46,402 INFO  ExportHelperExtension.cs: 1402 - Fixing 30
2023-07-23 11:38:46,402 INFO  ExportHelperExtension.cs: 1409 - Component 30 is already fixed
2023-07-23 11:38:46,402 INFO  ExportHelperExtension.cs: 1402 - Fixing 73
2023-07-23 11:38:46,402 INFO  ExportHelperExtension.cs: 1409 - Component 73 is already fixed
2023-07-23 11:38:46,402 INFO  ExportHelperExtension.cs: 1402 - Fixing 975
2023-07-23 11:38:46,402 INFO  ExportHelperExtension.cs: 1402 - Fixing 974
2023-07-23 11:38:46,402 INFO  ExportHelperExtension.cs: 1402 - Fixing 973
2023-07-23 11:38:46,402 INFO  ExportHelperExtension.cs: 1402 - Fixing 972
2023-07-23 11:38:46,402 INFO  ExportHelperExtension.cs: 1402 - Fixing 971
2023-07-23 11:38:46,402 INFO  ExportHelperExtension.cs: 1402 - Fixing 970
2023-07-23 11:38:46,402 INFO  ExportHelperExtension.cs: 1402 - Fixing 969
2023-07-23 11:38:46,402 INFO  ExportHelperExtension.cs: 1402 - Fixing 967
2023-07-23 11:38:46,402 INFO  ExportHelperExtension.cs: 1402 - Fixing 966
2023-07-23 11:38:46,402 INFO  ExportHelperExtension.cs: 1402 - Fixing 961
2023-07-23 11:38:46,402 INFO  ExportHelperExtension.cs: 1402 - Fixing 965
2023-07-23 11:38:46,402 INFO  ExportHelperExtension.cs: 1402 - Fixing 963
2023-07-23 11:38:46,402 INFO  ExportHelperExtension.cs: 1402 - Fixing 957
2023-07-23 11:38:46,402 INFO  ExportHelperExtension.cs: 1402 - Fixing 955
2023-07-23 11:38:46,402 INFO  ExportHelperExtension.cs: 1402 - Fixing 964
2023-07-23 11:38:46,402 INFO  ExportHelperExtension.cs: 1402 - Fixing 962
2023-07-23 11:38:46,402 INFO  ExportHelperExtension.cs: 1402 - Fixing 956
2023-07-23 11:38:46,402 INFO  ExportHelperExtension.cs: 1402 - Fixing 960
2023-07-23 11:38:46,402 INFO  ExportHelperExtension.cs: 1402 - Fixing 954
2023-07-23 11:38:46,402 INFO  ExportHelperExtension.cs: 1402 - Fixing 959
2023-07-23 11:38:46,402 INFO  ExportHelperExtension.cs: 1402 - Fixing 958
2023-07-23 11:38:46,402 INFO  ExportHelperExtension.cs: 1402 - Fixing 950
2023-07-23 11:38:46,402 INFO  ExportHelperExtension.cs: 1402 - Fixing 968
2023-07-23 11:38:46,402 INFO  ExportHelperExtension.cs: 1402 - Fixing 949
2023-07-23 11:38:46,402 INFO  ExportHelperExtension.cs: 1402 - Fixing 948
2023-07-23 11:38:46,402 INFO  ExportHelperExtension.cs: 1402 - Fixing 953
2023-07-23 11:38:46,402 INFO  ExportHelperExtension.cs: 1402 - Fixing 952
2023-07-23 11:38:46,412 INFO  ExportHelperExtension.cs: 1402 - Fixing 951
2023-07-23 11:38:46,412 INFO  ExportHelperExtension.cs: 1402 - Fixing 906
2023-07-23 11:38:46,412 INFO  ExportHelperExtension.cs: 1402 - Fixing 905
2023-07-23 11:38:46,412 INFO  ExportHelperExtension.cs: 1402 - Fixing 904
2023-07-23 11:38:46,412 INFO  ExportHelperExtension.cs: 1402 - Fixing 903
2023-07-23 11:38:46,412 INFO  ExportHelperExtension.cs: 1402 - Fixing 77
2023-07-23 11:38:46,412 INFO  ExportHelperExtension.cs: 1402 - Fixing 73
2023-07-23 11:38:46,412 INFO  ExportHelperExtension.cs: 1402 - Fixing 30
2023-07-23 11:38:46,412 INFO  ExportHelperExtension.cs: 1402 - Fixing 24
2023-07-23 11:38:46,412 INFO  ExportHelperExtension.cs: 1402 - Fixing 29
2023-07-23 11:38:46,412 INFO  ExportHelperExtension.cs: 1402 - Fixing 166
2023-07-23 11:38:46,412 INFO  ExportHelperExtension.cs: 1402 - Fixing 78
2023-07-23 11:38:46,412 INFO  ExportHelperExtension.cs: 1402 - Fixing 24
2023-07-23 11:38:46,412 INFO  ExportHelperExtension.cs: 1402 - Fixing 24
2023-07-23 11:38:46,412 INFO  ExportHelperExtension.cs: 1402 - Fixing 49
2023-07-23 11:38:46,412 INFO  ExportHelperExtension.cs: 1402 - Fixing 27
2023-07-23 11:38:46,412 INFO  ExportHelperExtension.cs: 1402 - Fixing 24
2023-07-23 11:38:46,412 INFO  ExportHelperExtension.cs: 1402 - Fixing 29
2023-07-23 11:38:46,412 INFO  ExportHelperExtension.cs: 1402 - Fixing 229
2023-07-23 11:38:46,412 INFO  ExportHelperExtension.cs: 1402 - Fixing 24
2023-07-23 11:38:46,412 INFO  ExportHelperExtension.cs: 1402 - Fixing 232
2023-07-23 11:38:46,412 INFO  ExportHelperExtension.cs: 1402 - Fixing 24
2023-07-23 11:38:46,412 INFO  ExportHelperExtension.cs: 1402 - Fixing 1318
2023-07-23 11:38:46,412 INFO  ExportHelperExtension.cs: 1402 - Fixing 30
2023-07-23 11:38:46,412 INFO  ExportHelperExtension.cs: 1402 - Fixing 24
2023-07-23 11:38:46,412 INFO  ExportHelperExtension.cs: 1402 - Fixing 190
2023-07-23 11:38:46,412 INFO  ExportHelperExtension.cs: 1409 - Component 190 is already fixed
2023-07-23 11:38:46,412 INFO  ExportHelperExtension.cs: 1402 - Fixing 73
2023-07-23 11:38:46,412 INFO  ExportHelperExtension.cs: 1409 - Component 73 is already fixed
2023-07-23 11:38:46,412 INFO  ExportHelperExtension.cs: 1402 - Fixing 24
2023-07-23 11:38:46,412 INFO  ExportHelperExtension.cs: 1409 - Component 24 is already fixed
2023-07-23 11:38:46,412 INFO  ExportHelperExtension.cs: 1402 - Fixing 29
2023-07-23 11:38:46,412 INFO  ExportHelperExtension.cs: 1409 - Component 29 is already fixed
2023-07-23 11:38:46,412 INFO  ExportHelperExtension.cs: 1402 - Fixing 24
2023-07-23 11:38:46,412 INFO  ExportHelperExtension.cs: 1402 - Fixing 73
2023-07-23 11:38:46,412 INFO  ExportHelperExtension.cs: 1402 - Fixing 24
2023-07-23 11:38:46,412 INFO  ExportHelperExtension.cs: 1402 - Fixing 24
2023-07-23 11:38:46,412 INFO  ExportHelperExtension.cs: 1402 - Fixing 30
2023-07-23 11:38:46,412 INFO  ExportHelperExtension.cs: 1402 - Fixing 24
2023-07-23 11:38:46,412 INFO  ExportHelperExtension.cs: 1402 - Fixing 26
2023-07-23 11:38:46,412 INFO  ExportHelperExtension.cs: 1402 - Fixing 44
2023-07-23 11:38:46,422 INFO  ExportHelperExtension.cs: 1402 - Fixing 24
2023-07-23 11:38:46,422 INFO  ExportHelperExtension.cs: 1402 - Fixing 29
2023-07-23 11:38:46,422 INFO  ExportHelperExtension.cs: 1402 - Fixing 24
2023-07-23 11:38:46,422 INFO  ExportHelperExtension.cs: 1402 - Fixing 59
2023-07-23 11:38:52,038 INFO  ExportHelperExtension.cs: 832 - R1: 0, 0
2023-07-23 11:38:52,038 INFO  ExportHelperExtension.cs: 841 - R2: 0, 0
2023-07-23 11:38:52,038 INFO  ExportHelperExtension.cs: 849 - L1: 0
2023-07-23 11:38:52,048 INFO  ExportHelperExtension.cs: 857 - L2: 0
2023-07-23 11:38:52,048 INFO  ExportHelperExtension.cs: 1352 - Unfixing component 24
2023-07-23 11:38:52,048 INFO  ExportHelperExtension.cs: 1352 - Unfixing component 29
2023-07-23 11:38:52,048 INFO  ExportHelperExtension.cs: 1352 - Unfixing component 24
2023-07-23 11:38:52,048 INFO  ExportHelperExtension.cs: 1352 - Unfixing component 30
2023-07-23 11:38:52,048 INFO  ExportHelperExtension.cs: 1352 - Unfixing component 73
2023-07-23 11:38:52,048 INFO  ExportHelperExtension.cs: 1352 - Unfixing component 24
2023-07-23 11:38:52,048 INFO  ExportHelperExtension.cs: 1352 - Unfixing component 602
2023-07-23 11:38:52,048 INFO  ExportHelperExtension.cs: 1352 - Unfixing component 77
2023-07-23 11:38:52,048 INFO  ExportHelperExtension.cs: 1352 - Unfixing component 73
2023-07-23 11:38:52,048 INFO  ExportHelperExtension.cs: 1352 - Unfixing component 30
2023-07-23 11:38:52,048 INFO  ExportHelperExtension.cs: 1352 - Unfixing component 24
2023-07-23 11:38:52,048 INFO  ExportHelperExtension.cs: 1352 - Unfixing component 602
2023-07-23 11:38:52,048 INFO  ExportHelperExtension.cs: 1352 - Unfixing component 24
2023-07-23 11:38:52,048 INFO  ExportHelperExtension.cs: 1352 - Unfixing component 29
2023-07-23 11:38:52,048 INFO  ExportHelperExtension.cs: 1352 - Unfixing component 78
2023-07-23 11:38:52,048 INFO  ExportHelperExtension.cs: 1352 - Unfixing component 24
2023-07-23 11:38:52,048 INFO  ExportHelperExtension.cs: 1352 - Unfixing component 975
2023-07-23 11:38:52,048 INFO  ExportHelperExtension.cs: 1352 - Unfixing component 974
2023-07-23 11:38:52,048 INFO  ExportHelperExtension.cs: 1352 - Unfixing component 973
2023-07-23 11:38:52,048 INFO  ExportHelperExtension.cs: 1352 - Unfixing component 972
2023-07-23 11:38:52,048 INFO  ExportHelperExtension.cs: 1352 - Unfixing component 971
2023-07-23 11:38:52,058 INFO  ExportHelperExtension.cs: 1352 - Unfixing component 970
2023-07-23 11:38:52,058 INFO  ExportHelperExtension.cs: 1352 - Unfixing component 969
2023-07-23 11:38:52,058 INFO  ExportHelperExtension.cs: 1352 - Unfixing component 967
2023-07-23 11:38:52,058 INFO  ExportHelperExtension.cs: 1352 - Unfixing component 966
2023-07-23 11:38:52,058 INFO  ExportHelperExtension.cs: 1352 - Unfixing component 961
2023-07-23 11:38:52,058 INFO  ExportHelperExtension.cs: 1352 - Unfixing component 965
2023-07-23 11:38:52,058 INFO  ExportHelperExtension.cs: 1352 - Unfixing component 963
2023-07-23 11:38:52,058 INFO  ExportHelperExtension.cs: 1352 - Unfixing component 957
2023-07-23 11:38:52,058 INFO  ExportHelperExtension.cs: 1352 - Unfixing component 955
2023-07-23 11:38:52,058 INFO  ExportHelperExtension.cs: 1352 - Unfixing component 964
2023-07-23 11:38:52,058 INFO  ExportHelperExtension.cs: 1352 - Unfixing component 962
2023-07-23 11:38:52,058 INFO  ExportHelperExtension.cs: 1352 - Unfixing component 956
2023-07-23 11:38:52,058 INFO  ExportHelperExtension.cs: 1352 - Unfixing component 960
2023-07-23 11:38:52,058 INFO  ExportHelperExtension.cs: 1352 - Unfixing component 954
2023-07-23 11:38:52,058 INFO  ExportHelperExtension.cs: 1352 - Unfixing component 959
2023-07-23 11:38:52,058 INFO  ExportHelperExtension.cs: 1352 - Unfixing component 958
2023-07-23 11:38:52,058 INFO  ExportHelperExtension.cs: 1352 - Unfixing component 950
2023-07-23 11:38:52,058 INFO  ExportHelperExtension.cs: 1352 - Unfixing component 968
2023-07-23 11:38:52,058 INFO  ExportHelperExtension.cs: 1352 - Unfixing component 949
2023-07-23 11:38:52,058 INFO  ExportHelperExtension.cs: 1352 - Unfixing component 948
2023-07-23 11:38:52,058 INFO  ExportHelperExtension.cs: 1352 - Unfixing component 953
2023-07-23 11:38:52,058 INFO  ExportHelperExtension.cs: 1352 - Unfixing component 952
2023-07-23 11:38:52,058 INFO  ExportHelperExtension.cs: 1352 - Unfixing component 951
2023-07-23 11:38:52,058 INFO  ExportHelperExtension.cs: 1352 - Unfixing component 906
2023-07-23 11:38:52,058 INFO  ExportHelperExtension.cs: 1352 - Unfixing component 905
2023-07-23 11:38:52,058 INFO  ExportHelperExtension.cs: 1352 - Unfixing component 904
2023-07-23 11:38:52,058 INFO  ExportHelperExtension.cs: 1352 - Unfixing component 903
2023-07-23 11:38:52,058 INFO  ExportHelperExtension.cs: 1352 - Unfixing component 77
2023-07-23 11:38:52,058 INFO  ExportHelperExtension.cs: 1352 - Unfixing component 73
2023-07-23 11:38:52,058 INFO  ExportHelperExtension.cs: 1352 - Unfixing component 30
2023-07-23 11:38:52,058 INFO  ExportHelperExtension.cs: 1352 - Unfixing component 24
2023-07-23 11:38:52,058 INFO  ExportHelperExtension.cs: 1352 - Unfixing component 29
2023-07-23 11:38:52,058 INFO  ExportHelperExtension.cs: 1352 - Unfixing component 166
2023-07-23 11:38:52,058 INFO  ExportHelperExtension.cs: 1352 - Unfixing component 78
2023-07-23 11:38:52,058 INFO  ExportHelperExtension.cs: 1352 - Unfixing component 24
2023-07-23 11:38:52,058 INFO  ExportHelperExtension.cs: 1352 - Unfixing component 24
2023-07-23 11:38:52,058 INFO  ExportHelperExtension.cs: 1352 - Unfixing component 49
2023-07-23 11:38:52,058 INFO  ExportHelperExtension.cs: 1352 - Unfixing component 27
2023-07-23 11:38:52,058 INFO  ExportHelperExtension.cs: 1352 - Unfixing component 24
2023-07-23 11:38:52,058 INFO  ExportHelperExtension.cs: 1352 - Unfixing component 29
2023-07-23 11:38:52,058 INFO  ExportHelperExtension.cs: 1352 - Unfixing component 229
2023-07-23 11:38:52,058 INFO  ExportHelperExtension.cs: 1352 - Unfixing component 24
2023-07-23 11:38:52,058 INFO  ExportHelperExtension.cs: 1352 - Unfixing component 232
2023-07-23 11:38:52,068 INFO  ExportHelperExtension.cs: 1352 - Unfixing component 24
2023-07-23 11:38:52,068 INFO  ExportHelperExtension.cs: 1352 - Unfixing component 1318
2023-07-23 11:38:52,068 INFO  ExportHelperExtension.cs: 1352 - Unfixing component 30
2023-07-23 11:38:52,068 INFO  ExportHelperExtension.cs: 1352 - Unfixing component 24
2023-07-23 11:38:52,068 INFO  ExportHelperExtension.cs: 1352 - Unfixing component 24
2023-07-23 11:38:52,068 INFO  ExportHelperExtension.cs: 1352 - Unfixing component 73
2023-07-23 11:38:52,068 INFO  ExportHelperExtension.cs: 1352 - Unfixing component 24
2023-07-23 11:38:52,068 INFO  ExportHelperExtension.cs: 1352 - Unfixing component 24
2023-07-23 11:38:52,068 INFO  ExportHelperExtension.cs: 1352 - Unfixing component 30
2023-07-23 11:38:52,068 INFO  ExportHelperExtension.cs: 1352 - Unfixing component 24
2023-07-23 11:38:52,068 INFO  ExportHelperExtension.cs: 1352 - Unfixing component 26
2023-07-23 11:38:52,068 INFO  ExportHelperExtension.cs: 1352 - Unfixing component 44
2023-07-23 11:38:52,068 INFO  ExportHelperExtension.cs: 1352 - Unfixing component 24
2023-07-23 11:38:52,068 INFO  ExportHelperExtension.cs: 1352 - Unfixing component 29
2023-07-23 11:38:52,068 INFO  ExportHelperExtension.cs: 1352 - Unfixing component 24
2023-07-23 11:38:52,068 INFO  ExportHelperExtension.cs: 1352 - Unfixing component 59
2023-07-23 11:38:56,640 WARN  ExportHelperExtension.cs: 351 - Creating joint from parent Link5 to child Link6 failed
2023-07-23 11:38:56,720 INFO  ExportHelperExtension.cs: 347 - Creating joint Link7
2023-07-23 11:38:56,720 INFO  ExportHelperExtension.cs: 1397 - Fixing components for Link6
2023-07-23 11:38:56,720 INFO  ExportHelperExtension.cs: 1402 - Fixing 24
2023-07-23 11:38:56,720 INFO  ExportHelperExtension.cs: 1402 - Fixing 29
2023-07-23 11:38:56,720 INFO  ExportHelperExtension.cs: 1402 - Fixing 24
2023-07-23 11:38:56,720 INFO  ExportHelperExtension.cs: 1402 - Fixing 26
2023-07-23 11:38:56,720 INFO  ExportHelperExtension.cs: 1402 - Fixing 24
2023-07-23 11:38:56,720 INFO  ExportHelperExtension.cs: 1402 - Fixing 44
2023-07-23 11:38:56,720 INFO  ExportHelperExtension.cs: 1402 - Fixing 43
2023-07-23 11:38:56,720 INFO  ExportHelperExtension.cs: 1402 - Fixing 73
2023-07-23 11:38:56,730 INFO  ExportHelperExtension.cs: 1402 - Fixing 24
2023-07-23 11:38:56,730 INFO  ExportHelperExtension.cs: 1402 - Fixing 24
2023-07-23 11:38:56,730 INFO  ExportHelperExtension.cs: 1402 - Fixing 77
2023-07-23 11:38:56,730 INFO  ExportHelperExtension.cs: 1402 - Fixing 615
2023-07-23 11:38:56,730 INFO  ExportHelperExtension.cs: 1402 - Fixing 30
2023-07-23 11:38:56,730 INFO  ExportHelperExtension.cs: 1402 - Fixing 61
2023-07-23 11:38:56,730 INFO  ExportHelperExtension.cs: 1402 - Fixing 24
2023-07-23 11:38:56,730 INFO  ExportHelperExtension.cs: 1402 - Fixing 29
2023-07-23 11:38:56,730 INFO  ExportHelperExtension.cs: 1402 - Fixing 24
2023-07-23 11:38:56,730 INFO  ExportHelperExtension.cs: 1402 - Fixing 30
2023-07-23 11:38:56,730 INFO  ExportHelperExtension.cs: 1402 - Fixing 73
2023-07-23 11:38:56,730 INFO  ExportHelperExtension.cs: 1402 - Fixing 24
2023-07-23 11:38:56,730 INFO  ExportHelperExtension.cs: 1402 - Fixing 602
2023-07-23 11:38:56,730 INFO  ExportHelperExtension.cs: 1402 - Fixing 77
2023-07-23 11:38:56,730 INFO  ExportHelperExtension.cs: 1402 - Fixing 73
2023-07-23 11:38:56,730 INFO  ExportHelperExtension.cs: 1402 - Fixing 30
2023-07-23 11:38:56,730 INFO  ExportHelperExtension.cs: 1402 - Fixing 24
